Clave del Capitulo;Clave de la partida;Clave de la subpartida;Fracción Arancelaria;Descripción Fracción Arancelaria;Tipo de Operación;Tipo de UMT;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo;
69;12;00;69120001;Vajillas y demas articulos para el servicio de mesa.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;13;10;69131001;De porcelana.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;13;10;69131001;De porcelana.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;13;90;69139099;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;13;90;69139099;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;14;90;69149099;Las demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;14;90;69149099;Las demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;14;10;69141001;De porcelana.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
69;14;10;69141001;De porcelana.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;01;00;70010001;"Desperdicios y desechos de vidrio; vidrio en masa.";IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;01;00;70010001;"Desperdicios y desechos de vidrio; vidrio en masa.";EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;10;70021001;Bolas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;10;70021001;Bolas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022001;Varillas de borosilicato.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022004;Barras cuya mayor dimensión de la sección transversal sea igual o superior a 7 mm, pero inferior o igual a 41 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022002;"De vidrio llamado ""esmalte"".";IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022004;Barras cuya mayor dimensión de la sección transversal sea igual o superior a 7 mm, pero inferior o igual a 41 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022099;Las demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022002;"De vidrio llamado ""esmalte"".";EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022003;De vidrio óptico en bruto, para lentes correctores.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022099;Las demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022001;Varillas de borosilicato.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;20;70022003;De vidrio óptico en bruto, para lentes correctores.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;39;70023999;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;39;70023999;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;31;70023101;De borosilicato.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;31;70023102;"De vidrio llamado ""esmalte"".";IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;31;70023102;"De vidrio llamado ""esmalte"".";EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;31;70023199;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;31;70023101;De borosilicato.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;31;70023199;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;32;70023201;De otro vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0º C y 300º C.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;02;32;70023201;De otro vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0º C y 300º C.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;30;70033001;Perfiles.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;30;70033001;Perfiles.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;20;70032001;Placas y hojas, armadas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;20;70032001;Placas y hojas, armadas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;12;70031201;Curvadas, biseladas, grabadas, taladradas, o trabajadas de otro modo, sin enmarcar ni combinar con otras materias.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;12;70031201;Curvadas, biseladas, grabadas, taladradas, o trabajadas de otro modo, sin enmarcar ni combinar con otras materias.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;12;70031299;Las demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;12;70031299;Las demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;19;70031901;De vidrio claro, estriado, ondulado o estampado con espesor igual o inferior a 6 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;19;70031901;De vidrio claro, estriado, ondulado o estampado con espesor igual o inferior a 6 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;19;70031999;Las demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;03;19;70031999;Las demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;90;70049001;Vidrio estirado, claro, con espesor superior a 6 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;90;70049001;Vidrio estirado, claro, con espesor superior a 6 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;90;70049099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;90;70049099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;20;70042001;Estirado, coloreado en la masa con espesor superior a 6 mm, excepto lo comprendido en la fracción 7004.20.02.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;20;70042099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;20;70042001;Estirado, coloreado en la masa con espesor superior a 6 mm, excepto lo comprendido en la fracción 7004.20.02.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;20;70042099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;20;70042002;Curvado, biselado, grabado, taladrado, o trabajado de otro modo, sin enmarcar ni combinar con otras materias.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;04;20;70042002;Curvado, biselado, grabado, taladrado, o trabajado de otro modo, sin enmarcar ni combinar con otras materias.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;21;70052199;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;21;70052199;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;21;70052101;De vidrio flotado, coloreado en la masa, con espesor inferior o igual a 6 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;21;70052102;De vidrio flotado, coloreado en la masa, con espesor superior a 6 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;21;70052101;De vidrio flotado, coloreado en la masa, con espesor inferior o igual a 6 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;21;70052102;De vidrio flotado, coloreado en la masa, con espesor superior a 6 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;30;70053001;Vidrio armado.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;30;70053001;Vidrio armado.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052902;De vidrio flotado claro, con espesor inferior o igual a 6 mm, excepto lo comprendido en las fracciones 7005.29.01 y 7005.29.04.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052902;De vidrio flotado claro, con espesor inferior o igual a 6 mm, excepto lo comprendido en las fracciones 7005.29.01 y 7005.29.04.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052901;De vidrio flotado claro, con espesor inferior o igual a 1 mm y con una superficie que no exceda de 4.65 m².;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052903;De vidrio flotado claro, con espesor superior a 6 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052904;De vidrio flotado claro, con espesor superior a 1 mm sin exceder de 2 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052901;De vidrio flotado claro, con espesor inferior o igual a 1 mm y con una superficie que no exceda de 4.65 m².;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052903;De vidrio flotado claro, con espesor superior a 6 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;29;70052904;De vidrio flotado claro, con espesor superior a 1 mm sin exceder de 2 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;10;70051099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;10;70051099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;10;70051001;Curvado, biselado, grabado, taladrado, o trabajado de otro modo, sin enmarcar ni combinar con otras materias.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;05;10;70051001;Curvado, biselado, grabado, taladrado, o trabajado de otro modo, sin enmarcar ni combinar con otras materias.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060001;Estriado, ondulado y estampado.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060003;Flotado claro.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060001;Estriado, ondulado y estampado.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060003;Flotado claro.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060002;Flotado, coloreados en la masa.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060002;Flotado, coloreados en la masa.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;06;00;70060099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071101;Reconocibles para naves aéreas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071102;Vidrios laterales, claros, planos o curvos para uso automotriz.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071103;Medallones sombreados, de color o polarizados, planos o curvos, para uso automotriz.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071199;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071101;Reconocibles para naves aéreas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071102;Vidrios laterales, claros, planos o curvos para uso automotriz.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071199;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;11;70071103;Medallones sombreados, de color o polarizados, planos o curvos, para uso automotriz.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;19;70071901;Vidrios planos o curvos, biselados, grabados, taladrados, esmaltados o trabajados de otra forma, con espesor igual o inferior a 6 mm.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;19;70071999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;19;70071999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;19;70071901;Vidrios planos o curvos, biselados, grabados, taladrados, esmaltados o trabajados de otra forma, con espesor igual o inferior a 6 mm.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;29;70072999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;29;70072999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072101;Parabrisas, medallones y vidrios laterales, claros, planos o curvos, para uso automotriz.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072102;Parabrisas, medallones y vidrios laterales, planos o curvos, sombreados y de color o polarizados, para uso automotriz.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072103;Reconocibles para naves aéreas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072199;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072101;Parabrisas, medallones y vidrios laterales, claros, planos o curvos, para uso automotriz.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072103;Reconocibles para naves aéreas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072102;Parabrisas, medallones y vidrios laterales, planos o curvos, sombreados y de color o polarizados, para uso automotriz.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;07;21;70072199;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;08;00;70080001;Vidrieras aislantes de paredes multiples.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;08;00;70080001;Vidrieras aislantes de paredes multiples.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;91;70099101;Espejos semitransparentes, sin peliculas reflejante de plata, sin montar, con espesor igual o inferior a 2 mm. y con dimensiones maximas de 900 mm. de largo y 320 mm de ancho.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;91;70099199;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;91;70099101;Espejos semitransparentes, sin peliculas reflejante de plata, sin montar, con espesor igual o inferior a 2 mm. y con dimensiones maximas de 900 mm. de largo y 320 mm de ancho.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;91;70099199;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;92;70099201;Enmarcados.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;92;70099201;Enmarcados.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091001;Con control remoto, excepto lo comprendido en la fraccion 7009.10.03.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091002;Con marco de uso automotriz.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091003;Deportivos.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091004;Reconocibles para naves aéreas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091003;Deportivos.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091004;Reconocibles para naves aéreas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091002;Con marco de uso automotriz.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;09;10;70091001;Con control remoto, excepto lo comprendido en la fraccion 7009.10.03.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;10;70101001;Para inseminación artificial.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;10;70101099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;10;70101001;Para inseminación artificial.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;10;70101099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109001;De capacidad superior a 1 l.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109002;De capacidad superior a 0.33 l pero inferior o igual a 1 l.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109003;De capacidad superior a 0.15 l pero inferior o igual a 0.33 l.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109001;De capacidad superior a 1 l.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109002;De capacidad superior a 0.33 l pero inferior o igual a 1 l.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109003;De capacidad superior a 0.15 l pero inferior o igual a 0.33 l.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;90;70109099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;20;70102001;Tapones, tapas y demas dispositivos de cierre.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;10;20;70102001;Tapones, tapas y demas dispositivos de cierre.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112001;Ampollas, sin recubrimiento.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112002;Conos para tubos catódicos para televisión a color, hasta de 48 cm (19 pulg.), de tamaño de pantalla medida diagonalmente.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112003;Conos para tubos catódicos, excepto lo comprendido en la fracción 7011.20.02.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112004;Pantallas para tubos catódicos (para cinescopios), sin máscara.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112099;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112001;Ampollas, sin recubrimiento.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112002;Conos para tubos catódicos para televisión a color, hasta de 48 cm (19 pulg.), de tamaño de pantalla medida diagonalmente.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112004;Pantallas para tubos catódicos (para cinescopios), sin máscara.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112003;Conos para tubos catódicos, excepto lo comprendido en la fracción 7011.20.02.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;20;70112099;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;90;70119001;Ampollas para válvulas electrónicas, incluso provistas de tubo de vacío.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;90;70119099;Las demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;90;70119001;Ampollas para válvulas electrónicas, incluso provistas de tubo de vacío.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;90;70119099;Las demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111001;Ampollas para focos eléctricos de filamento incandescente del tipo A-19, A-15, A-21, A-23, F-15 y PS-25.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111002;Ampollas para focos electricos de filamento incandescente, excepto lo comprendido en la fraccion 7011.10.01.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111003;Envolturas tubulares y ampollas de vidrio, en cualquier forma, para lamparas de descarga.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111004;Tubos de cuarzo, para lamparas de descarga o de incandescencia.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111001;Ampollas para focos eléctricos de filamento incandescente del tipo A-19, A-15, A-21, A-23, F-15 y PS-25.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111002;Ampollas para focos electricos de filamento incandescente, excepto lo comprendido en la fraccion 7011.10.01.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111004;Tubos de cuarzo, para lamparas de descarga o de incandescencia.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111003;Envolturas tubulares y ampollas de vidrio, en cualquier forma, para lamparas de descarga.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;11;10;70111099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;99;70139999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;99;70139999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;10;70131001;Artículos de vitrocerámica.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;10;70131001;Artículos de vitrocerámica.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;91;70139101;De cristal al plomo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;91;70139101;De cristal al plomo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134903;De vidrio calizo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134999;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134903;De vidrio calizo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134999;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134901;Jarras de borosilicato.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134902;Vajillas templadas de vidrio opal.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134904;Vajillas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134901;Jarras de borosilicato.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134902;Vajillas templadas de vidrio opal.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;49;70134904;Vajillas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;33;70133301;De cristal al plomo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;33;70133301;De cristal al plomo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;22;70132201;De cristal al plomo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;22;70132201;De cristal al plomo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;28;70132801;De vidrio calizo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;28;70132899;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;28;70132899;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;28;70132801;De vidrio calizo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;42;70134201;De vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0º C y 300º C.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;42;70134201;De vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0º C y 300º C.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;41;70134101;De cristal al plomo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;41;70134101;De cristal al plomo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133701;Biberones de borosilicato.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133799;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133701;Biberones de borosilicato.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133799;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133702;Vasos de borosilicato.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133703;De vidrio calizo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133702;Vasos de borosilicato.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;13;37;70133703;De vidrio calizo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140002;Elementos de vidrio para alumbrado y senalizacion.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140004;Lentes o reflectores de borosilicato, reconocibles como concebidos exclusivamente para la fabricación de faros o proyectores sellados (unidades selladas) de uso automotriz.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140099;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140002;Elementos de vidrio para alumbrado y senalizacion.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140004;Lentes o reflectores de borosilicato, reconocibles como concebidos exclusivamente para la fabricación de faros o proyectores sellados (unidades selladas) de uso automotriz.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140099;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140001;Elementos de óptica común.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140003;De borosilicato, refractivos, para alumbrado.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140001;Elementos de óptica común.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;14;00;70140003;De borosilicato, refractivos, para alumbrado.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;15;90;70159099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;15;90;70159099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;15;10;70151001;Cristales correctores para gafas (anteojos).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;15;10;70151001;Cristales correctores para gafas (anteojos).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;16;10;70161001;Cubos, dados y demas articulos similares de vidrio, incluso con soporte, para mosaicos o decoraciones similares.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;16;10;70161001;Cubos, dados y demas articulos similares de vidrio, incluso con soporte, para mosaicos o decoraciones similares.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;16;90;70169099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;16;90;70169099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
70;17;90;70179002;Tubos de filtración o de desecación alargamientos o empalmes.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
