Clave del Capitulo;Clave de la partida;Clave de la subpartida;Fracción Arancelaria;Descripción Fracción Arancelaria;Tipo de Operación;Tipo de UMT;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo;
29;22;29;29222906;N,N-Dietil meta-hidroxianilina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222909;3-((2-Etil-6-metilfenil)-amino)-fenol.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222911;Ácido 4-hidroxi-7-metilamino naftalén-2-sulfónico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222914;Ácido 2-anisidín-4-sulfónico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222916;2-Amino-4-propilamino-7-beta- metoxietoxibenceno.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222919;2-Amino-4-teramil-6-nitrofenol.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222922;Dianisidinas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222924;"Las demás fenetidinas; sales de anisidinas, dianisidinas y fenetidinas.";IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222923;o-, m- y p-Amino-metoxi-benceno (Anisidina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222924;"Las demás fenetidinas; sales de anisidinas, dianisidinas y fenetidinas.";EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222902;p Aminofenol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222904;"4-Nitro-2-aminofenol; 5-nitro-2-aminofenol.";EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222907;Ácido 2-amino-1-fenol-4-sulfónico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222909;3-((2-Etil-6-metilfenil)-amino)-fenol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222912;"5-Metil-o-anisidina; p-cresidín-o-sulfónico.";EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222915;Dietil meta-anisidina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222917;Clorhidrato de metoxifenamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222920;2,5-Dimetoxianilina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222922;Dianisidinas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222902;p Aminofenol.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222918;Ácido 4,4´-diamino-3,3´-Bis (carboximetoxi)-difenil.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222920;2,5-Dimetoxianilina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222921;4-Aminofenetol (p-fenitidina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222923;o-, m- y p-Amino-metoxi-benceno (Anisidina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;29;29222999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223901;Dietilaminobenzaldehído, excepto lo comprendido en la fracción 2922.39.06.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223903;Ácido 1-amino-4-bromo-2-antraquinonsulfónico y sus sales.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223906;N,N-Dietil-4-amino benzaldehído.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223908;p-Dimetilamino benzaldehído.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223911;Sal sódica del ácido 1-amino-4-mesidín antraquinon-2-sulfónico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223901;Dietilaminobenzaldehído, excepto lo comprendido en la fracción 2922.39.06.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223902;1-Amino-2-bromo-4-hidroxiantraquinona o 1- amino-2-cloro-4-hidroxiantraquinona.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223903;Ácido 1-amino-4-bromo-2-antraquinonsulfónico y sus sales.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223904;Clorhidrato de 2-(o-clorofenil)-2-(metilamino) ciclohexanona, (Clorhidrato de ketamina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223905;3,4-Diaminobenzofenona.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223906;N,N-Dietil-4-amino benzaldehído.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223907;Mono- o di- aminoantraquinona y sus derivados halogenados.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223908;p-Dimetilamino benzaldehído.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223909;Difenil amino acetona.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223910;Ácido 1-amino-4-anilín antraquinon-2-sulfónico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223911;Sal sódica del ácido 1-amino-4-mesidín antraquinon-2-sulfónico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223999;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223902;1-Amino-2-bromo-4-hidroxiantraquinona o 1- amino-2-cloro-4-hidroxiantraquinona.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223904;Clorhidrato de 2-(o-clorofenil)-2-(metilamino) ciclohexanona, (Clorhidrato de ketamina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223905;3,4-Diaminobenzofenona.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223907;Mono- o di- aminoantraquinona y sus derivados halogenados.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223909;Difenil amino acetona.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223910;Ácido 1-amino-4-anilín antraquinon-2-sulfónico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;39;29223999;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225002;Clorhidrato de isoxsuprina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225005;Clorhidrato de p-hidroxifeniletanolamina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225007;Ácido p-amino salicílico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225010;Clorhidrato de 3´-metoxi-3(1-hidroxi-1- fenilisopropilamino)propiofenona (Clorhidrato de Oxifedrina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225012;Sulfato de 1-(3,5-dihidroxi-fenil)-2- isopropilaminoetanol (Sulfato de metaproterenol).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225015;Bromhidrato de 5-(1-Hidroxi-2-((2-(4- hidroxifenil)-1-metiletil)etil)-1,3- bencendiol (Bromhidrato de fenoterol).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225017;4,8-Diamino-1,5-dioxiantraquinona.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225020;p-Hidroxi-N-(1-metil-3-fenilpropil) norefedrina (Nilidrina), base o clorhidrato.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225022;L-treonina (Ácido 2-Amino-3-Hidroxibutírico).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225002;Clorhidrato de isoxsuprina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225004;Alfa-Metil-3,4-dihidroxifenil alanina (Alfa-metildopa).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225007;Ácido p-amino salicílico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225009;Ester metílico del ácido 2-amino-3-hidroxi-3- p-nitrofenilpropiónico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225012;Sulfato de 1-(3,5-dihidroxi-fenil)-2- isopropilaminoetanol (Sulfato de metaproterenol).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225014;Sulfato de 5-(2-((1,1-dimetiletil)amino-1- hidroxietil)-1,3-bencendiol (Sulfato de terbutalina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225017;4,8-Diamino-1,5-dioxiantraquinona.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225019;Sales de fenilefrina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225022;L-treonina (Ácido 2-Amino-3-Hidroxibutírico).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225001;Ácido N-(hidroxietil)etilen diamino triacético y su sal trisódica.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225003;Clorhidrato de 1-(N-bencil-N-metilamino)-2- (3-hidroxifenil)-2-oxo-etano.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225005;Clorhidrato de p-hidroxifeniletanolamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225006;Bitartrato de m-hidroxinorefedrina (Bitartrato de metaraminol).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225008;Ácido metoxiaminobenzoico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225010;Clorhidrato de 3´-metoxi-3(1-hidroxi-1- fenilisopropilamino)propiofenona (Clorhidrato de Oxifedrina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225011;Ácido gama-amino-beta-hidroxibutírico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225013;Sulfato de (+)-1-(p-hidroxifenil)-1-hidroxi-2- n-butilaminoetano (Sulfato de Bametan).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225015;Bromhidrato de 5-(1-Hidroxi-2-((2-(4- hidroxifenil)-1-metiletil)etil)-1,3- bencendiol (Bromhidrato de fenoterol).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225016;p-Hidroxifenilglicina, sus sales y sus ésteres.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225018;3-(3,4-Dihidroxifenil)-L-alanina (Levodopa).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225020;p-Hidroxi-N-(1-metil-3-fenilpropil) norefedrina (Nilidrina), base o clorhidrato.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225021;Sulfato de alfa 1-(((1,1-dimetiletil)-amino)-metil)-4-hidroxi-1,3-bencendimetanol (Sulfato de salbutamol).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225001;Ácido N-(hidroxietil)etilen diamino triacético y su sal trisódica.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225003;Clorhidrato de 1-(N-bencil-N-metilamino)-2- (3-hidroxifenil)-2-oxo-etano.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225004;Alfa-Metil-3,4-dihidroxifenil alanina (Alfa-metildopa).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225006;Bitartrato de m-hidroxinorefedrina (Bitartrato de metaraminol).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225008;Ácido metoxiaminobenzoico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225009;Ester metílico del ácido 2-amino-3-hidroxi-3- p-nitrofenilpropiónico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225011;Ácido gama-amino-beta-hidroxibutírico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225013;Sulfato de (+)-1-(p-hidroxifenil)-1-hidroxi-2- n-butilaminoetano (Sulfato de Bametan).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225014;Sulfato de 5-(2-((1,1-dimetiletil)amino-1- hidroxietil)-1,3-bencendiol (Sulfato de terbutalina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225016;p-Hidroxifenilglicina, sus sales y sus ésteres.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225018;3-(3,4-Dihidroxifenil)-L-alanina (Levodopa).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225019;Sales de fenilefrina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225021;Sulfato de alfa 1-(((1,1-dimetiletil)-amino)-metil)-4-hidroxi-1,3-bencendimetanol (Sulfato de salbutamol).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;50;29225099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224901;Ácido aminoacético (Glicina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224903;Fenilalanina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224906;Sal doble monocálcica disódica del ácido etilendiaminotetracético.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224908;Acidos etilendiamino tri o tetra acetico y sus sales, excepto lo comprendido en la fraccion 2922.49.06.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224911;Acamilofenina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224913;N-(1-Metoxicarbonil-propen-2-il) alfa-amino-p- hidroxifenil acetato de sodio.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224916;Ácido 3'-trifluorometil-difenil-amino-2- carboxílico (Ácido flufenámico) y su sal de aluminio.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224918;Sal sódica o potásica del ácido 2-((2,6-diclorofenil)amino)bencenacético (Diclofenac sódico o pótásico).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224921;Ester etílico del ácido p-aminobenzoico (Benzocaina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224923;Ester 2-(2-hidroxietoxi) etílico del ácido (2-((3-(trifluorometil)fenil)amino) benzoico (Etofenamato).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224901;Ácido aminoacético (Glicina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224902;Clorhidrato de p-amino- benzoato de 2-dietilaminoetanol (Clorhidrato de procaína).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224903;Fenilalanina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224904;Beta-Alanina y sus sales.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224905;Ácido yodopanoico y sus sales sódicas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224906;Sal doble monocálcica disódica del ácido etilendiaminotetracético.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224907;Ácido aspártico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224909;Acido dietilentriaminopentacetico y sus sales.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224911;Acamilofenina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224912;N-(Alcoxi-carbonil-alquil) fenilglicinato de sodio.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224914;Clorhidrato de cloruro alfa-amino fenilacético.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224916;Ácido 3'-trifluorometil-difenil-amino-2- carboxílico (Ácido flufenámico) y su sal de aluminio.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224917;Diclorhidrato del éster isopentílico de N-(2- dietilaminoetil)-2-fenilglicina (Diclorhidrato de acamilofenina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224919;p-n-Butilaminobenzoato del éter monometílico del nonaetilenglicol (Benzonatato).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224921;Ester etílico del ácido p-aminobenzoico (Benzocaina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224922;N,N-bis(2-Metoxicarbonil etil anilina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224908;Acidos etilendiamino tri o tetra acetico y sus sales, excepto lo comprendido en la fraccion 2922.49.06.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224910;Ácido N-(2,3-xilil)antranílico (Ácido mefenámico).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224913;N-(1-Metoxicarbonil-propen-2-il) alfa-amino-p- hidroxifenil acetato de sodio.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224915;Alfa-Fenilglicina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224918;Sal sódica o potásica del ácido 2-((2,6-diclorofenil)amino)bencenacético (Diclofenac sódico o pótásico).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224920;Sal de sodio del ácido aminonitrobenzoico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224923;Ester 2-(2-hidroxietoxi) etílico del ácido (2-((3-(trifluorometil)fenil)amino) benzoico (Etofenamato).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224902;Clorhidrato de p-amino- benzoato de 2-dietilaminoetanol (Clorhidrato de procaína).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224904;Beta-Alanina y sus sales.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224905;Ácido yodopanoico y sus sales sódicas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224907;Ácido aspártico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224909;Acido dietilentriaminopentacetico y sus sales.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224910;Ácido N-(2,3-xilil)antranílico (Ácido mefenámico).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224912;N-(Alcoxi-carbonil-alquil) fenilglicinato de sodio.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224914;Clorhidrato de cloruro alfa-amino fenilacético.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224915;Alfa-Fenilglicina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224917;Diclorhidrato del éster isopentílico de N-(2- dietilaminoetil)-2-fenilglicina (Diclorhidrato de acamilofenina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224919;p-n-Butilaminobenzoato del éter monometílico del nonaetilenglicol (Benzonatato).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224920;Sal de sodio del ácido aminonitrobenzoico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224922;N,N-bis(2-Metoxicarbonil etil anilina).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;49;29224999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;21;29222101;Ácidos amino naftol mono o disulfónico y sus sales.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;21;29222199;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;21;29222102;Ácido-5,5'-dihidroxi-2,2´-dinaftilamino-7,7'-disulfónico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;21;29222102;Ácido-5,5'-dihidroxi-2,2´-dinaftilamino-7,7'-disulfónico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;21;29222101;Ácidos amino naftol mono o disulfónico y sus sales.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;21;29222199;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;12;29221201;Dietanolamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;12;29221299;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;12;29221299;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;12;29221201;Dietanolamina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;11;29221101;Monoetanolamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;11;29221199;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;11;29221199;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;11;29221101;Monoetanolamina.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221902;Clorhidrato del éster dimetilamino-etílico del ácido p-clorofenoxiacético (Clorhidrato del Meclofenoxato).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221904;Hidroxietiletilendiamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221905;p-Nitrofenilamina-1,2-propanodiol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221907;Diclorhidrato de etambutol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221908;Maleato de 3,4,5-trimetoxibenzoato de 2-fenil- 2-dimetilamino-N-butilo (Maleato de trimebutina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221910;Tri-isopropanolamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221912;Fosforildimetilaminoetanol (Fosfato de demanilo).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221913;1-Dimetilamino-2-propanol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221915;Clorhidrato de bromodifenhidramina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221917;d-N,N'bis(1-Hidroximetilpropil)etilendiamino (Etambutol).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221918;N-Octil glucamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221920;Laurato de dietanolamina.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221922;Clorhidrato de 4-amino-3,5-dicloro-alfa-(((1,1-dimetiletil)amino)metil)bencenmetanol (Clorhidrato de Clembuterol).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221923;2-Amino-1-butanol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221925;Clorhidrato del éster dietilaminoetílico del ácido fenilciclohexilacético (Clorhidrato de drofenina).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221927;Citrato de Tamoxifen.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221928;Tartrato de 1-(4-(2-metoxietil)fenoxi)-3-(1-metiletil)amino-2-propanol (Tartrato de metoprolol).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221930;Clorhidrato de difenil-acetil-dietilaminoetanol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
29;22;19;29221932;Clorhidrato de 1-isopropilamino-3-(1-naftoxi)- propan-2-ol.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
